TABLE_ID,CODIGO,ESCUELA,REGION,DISTRITO,MUNICIPIO_ESCOLAR,DIRECCION_FISICA,DIRECCION_MUNICIPIO,DIRECCION_ESTADO,DIRECCION_ZIPCODE,GEOLOCALIZACION,TELEFONO,FAX,DIRECTOR,ZONA,OPERACIONAL_2018-2019,NIVEL_ORIGINAL,GRADOS_ORIGINAL,GRADOS_POSTERIOR,MATRICULA_TOTAL,GRADO_INFANT,GRADO_TODDLER,GRADO_PK,GRADO_PKE,GRADO_PKM,GRADO_K,GRADO_1,GRADO_2,GRADO_3,GRADO_4,GRADO_5,GRADO_6,GRADO_SGE,GRADO_7,GRADO_8,GRADO_9,GRADO_SGI,GRADO_10,GRADO_11,GRADO_12,GRADO_SGS,ESPAÑOL_[PROFICIENTE+AVANZADO],ESPAÑOL_PRE-BÁSICO,ESPAÑOL_BÁSICO,ESPAÑOL_PROFICIENTE,ESPAÑOL_AVANZADO,MATEMÁTICAS_[PROFICIENTE+AVANZADO],MATEMÁTICAS_PRE-BÁSICO,MATEMÁTICAS_BÁSICO,MATEMÁTICAS_PROFICIENTE,MATEMÁTICAS_AVANZADO,INGLÉS_[PROFICIENTE+AVANZADO],INGLÉS_PRE-BÁSICO,INGLÉS_BÁSICO,INGLÉS_PROFICIENTE,INGLÉS_AVANZADO,BAJO_NIVEL_POBREZA
607,30916,LA FERMINA,HUMACAO,LAS PIEDRAS,LAS PIEDRAS,CARR 189,LAS PIEDRAS,PR,00771-0000,"(18.17576, -65.84837)",850-5155,852-9766,ELIZABETH SANTIAGO,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",333,,,,,,46,45,46,49,52,39,48,8,,,,,,,,,80.21,2.08,17.71,25,55.21,90.63,0,9.38,36.46,54.17,78.65,3.13,18.23,36.46,42.19,76.58
608,20461,LA VEGA (STEPHEN S HUSE),CAGUAS,BARRANQUITAS,BARRANQUITAS,CARR 711 KM O HM 3 BDA LA VEGA,BARRANQUITAS,PR,00794-0000,"(18.19014, -66.31499)",857-0125,857-0125,NILDA M. ORTIZ MONTESINO,URBANA,NO,ELEMENTAL,K - 6,K - 6,127,,,,,,17,16,21,23,30,20,,,,,,,,,,,80,1.33,18.67,30.67,49.33,88,0,12,14.67,73.33,92,0,8,29.33,62.67,87.8
609,71779,LADISLAO MARTINEZ,ARECIBO,VEGA ALTA,VEGA ALTA,CALLE C URB LAS COLINAS,VEGA ALTA,PR,00692-0000,"(18.40969, -66.32461)",883-5105,883-0339,CARMEN J. RABELL ROSADO,URBANA,SI,SUPERIOR,12-Oct,12-Sep,613,,,,,,,,,,,,,,,,101,,162,160,190,,29.3,17.2,53.5,17.83,11.46,0,31.21,68.79,0,0,44.23,28.21,27.56,26.28,17.95,73.53
610,25080,LAMBOGLIA,HUMACAO,YABUCOA,PATILLAS,CARR 3 KM 117 HM 8 BO LAMBOGLIA,PATILLAS,PR,00723-0000,"(17.97855, -65.98483)",839-4241,839-4241,LUIS J BARRETO BURGOS,RURAL,NO,ELEMENTAL,K - 6,K - 6,77,,,,,,,,,,,,30,,21,19,,7,,,,,23.29,24.66,52.05,13.7,9.59,6.85,26.03,67.12,4.11,2.74,20.55,28.77,50.68,19.18,1.37,91.78
611,61432,LAS AMERICAS,SAN JUAN,SAN JUAN I,SAN JUAN II,"CALLE CONSTITUCION ESQ. CASINO, PUERTO NUEVO",SAN JUAN,PR,00927-0097,"(18.40596, -66.08589)",782-0070,783-0633,BEVERLY RODRIGUEZ,URBANA,SI,INTERMEDIO,9-Jul,"K - 8, EEE",271,,,,,,20,12,9,16,11,13,52,,69,69,,,,,,,21.81,28.81,49.38,13.99,7.82,7.41,43.62,48.97,4.12,3.29,23.14,53.31,23.55,15.29,7.85,85.44
612,52761,LAS MAREAS,CAGUAS,GUAYAMA,SALINAS,BO LAS MAREAS CALLE PRINCIPAL,SALINAS,PR,00704-0000,"(17.9481, -66.26474)",864-4727,853-2125,JORGE L. COLON GONZALEZ,RURAL,SI,ELEMENTAL,K - 5,K - 5,104,,,,,,16,21,19,22,14,12,,,,,,,,,,,48,10,42,30,18,88,0,12,38,50,73.47,2.04,24.49,42.86,30.61,79.8
613,62570,LAS MERCEDES,SAN JUAN,SAN JUAN II,SAN JUAN IV,"DUARTE FINAL, FLORAL PARK",SAN JUAN,PR,00930-0718,"(18.42167, -66.04872)",754-0435,764-4789,DOLORES RIVERA,URBANA,NO,ELEMENTAL,K - 6,K - 6,199,,,,,,21,26,37,37,38,40,,,,,,,,,,,57.52,7.08,35.4,41.59,15.93,63.06,1.8,35.14,50.45,12.61,46.02,21.24,32.74,30.09,15.93,76.88
614,62588,LAS VIRTUDES,SAN JUAN,SAN JUAN II,SAN JUAN III,"CALLE CONFIANZA, ESQ. NOBLEZA, LAS VIRTUDES",SAN JUAN,PR,00936-8158,"(18.41119, -66.02299)",767-8757,,LUZ YOLANDA COTTO GONZALEZ MAESTRA ENCARGADA,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",157,,,,,,31,26,25,22,22,21,,10,,,,,,,,,68.97,11.49,19.54,25.29,43.68,57.47,12.64,29.89,10.34,47.13,59.77,10.34,29.89,22.99,36.78,96
615,43406,LAURA MERCADO,MAYAGUEZ,CABO ROJO,SAN GERMAN,CALLE NESTOR TORRES BO ROSARIO,SAN GERMAN,PR,6360000,"(18.16491, -67.07786)",832-4155,265-5365,LILLY I ORTIZ,RURAL,SI,SECUNDARIO,"7 - 12 , EES","7 - 12 , EES",346,,,,,,,,,,,,45,,55,60,44,,40,54,48,,52.86,13.33,33.81,28.57,24.29,12.86,18.57,68.57,10.48,2.38,44.29,27.62,28.1,27.14,17.14,78.78
616,10959,LAURENTINO ESTRELLA COLON,ARECIBO,CAMUY,CAMUY,AVE MUNOZ RIVERA,CAMUY,PR,00627-0000,"(18.48542, -66.84753)",898-3745,,MIRNA ORTIZ RIVERA,URBANA,NO,ELEMENTAL,K - 6,K - 6,160,,,,,,20,22,31,19,24,38,,6,,,,,,,,,91.89,1.8,6.31,26.13,65.77,76.58,3.6,19.82,31.53,45.05,75.68,5.41,18.92,37.84,37.84,86.09
617,43448,LAURENTINO NIEVES VELEZ,MAYAGUEZ,SAN SEBASTIAN,SAN SEBASTIAN,CARR 433 KM 1 BO MIRABLES,SAN SEBASTIAN,PR,00676-0000,"(18.28826, -66.95316)",280-1863,280-1863,RAMONITA PEREZ GONZALEZ,RURAL,NO,ELEMENTAL,K - 6,K - 6,120,,,,,,19,22,19,22,17,21,,,,,,,,,,,82.09,4.48,13.43,31.34,50.75,71.64,4.48,23.88,40.3,31.34,56.72,1.49,41.79,31.34,25.37,83.62
618,64998,LCDO GUILLERMO ATILES MOREAU,SAN JUAN,SAN JUAN II,SAN JUAN IV,CALLE PONCE URB PEREZ MORRIS,SAN JUAN,PR,00936-0325,"(18.41045, -66.0547)",767-6710,758-0950,MYRIAM RODRIGUEZ DE MASSINI,URBANA,SI,TODOS LOS NIVELES,"PK - 12 , EEE","PK - 12 , EEE",138,,,2,,,10,9,10,8,8,11,10,3,9,12,10,5,9,9,10,3,28.79,13.64,57.58,24.24,4.55,16.92,35.38,47.69,13.85,3.08,33.85,30.77,35.38,21.54,12.31,41.46
619,53660,LENA M FRANCESCH - RUBIAS KM 2.5,PONCE,YAUCO,YAUCO,CARR 105 KM 25 HM 1 BO RUBIAS,YAUCO,PR,-698,"(18.15246, -66.88604)",838-0040,838-0040,MARIA D. PEREZ BONILLA,RURAL,SI,ELEMENTAL,K - 6,K - 6,71,,,,,,11,10,14,8,16,12,,,,,,,,,,,63.27,14.29,22.45,26.53,36.73,61.22,14.29,24.49,26.53,34.69,42.86,12.24,44.9,38.78,4.08,100
620,17764,LEONARDO VALENTIN TIRADO,ARECIBO,MANATI,FLORIDA,CARR 140 CALLE RAMON TORRES #12,FLORIDA,PR,6500000,"(18.37234, -66.56535)",822-2263,822-4547,ANGEL R NEGRON,URBANA,SI,INTERMEDIO,9-Jul,8-Jun,387,,,,,,,,,,,,113,,141,133,,,,,,,51.59,11.9,36.51,26.19,25.4,8.84,22.89,68.27,6.02,2.81,34.26,33.47,32.27,15.54,18.73,78.81
621,35493,LEONICIO MELENDEZ,HUMACAO,LAS PIEDRAS,LAS PIEDRAS,DESVIO SUR ANIBAL GARCIA PENA,LAS PIEDRAS,PR,00771-0000,"(18.17711, -65.86748)",733-1050,7160177,JOAN JIMENEZ MARREO,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",346,,,,,,,,,,,,66,,152,122,,6,,,,,40.98,10.53,48.5,27.07,13.91,6.04,27.55,66.42,5.28,0.75,20.15,41.44,38.4,13.69,6.46,79.77
622,45682,LEONIDES MORALES RODRIGUEZ,MAYAGUEZ,CABO ROJO,LAJAS,CALLE SANTA ROSA #20,LAJAS,PR,00667-0000,"(18.04897, -67.05692)",899-1695,899-1695,CARLOS R. MOLINA RIVERA,URBANA,SI,SUPERIOR,12-Oct,12-Oct,892,,,,,,,,,,,,,,,,183,,235,250,224,,47.26,11.39,41.35,25.74,21.52,16.03,17.72,66.24,5.49,10.55,43.4,25.96,30.64,21.7,21.7,75.41
623,32227,LIBERATA IRALDO (NUEVA),HUMACAO,CANOVANAS,RIO GRANDE,CALLE MAIN URB ALTURAS DE RIO GRANDE,RIO GRANDE,PR,00745-0000,"(18.37947, -65.84961)",888-3534,888-3533,GLADYS DEL C. MILLAN BONILLA,URBANA,SI,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",517,,,,,,,,,,,,112,,186,210,,9,,,,,39.33,18.83,41.84,22.18,17.15,7.32,38.28,54.39,6.07,1.26,36.61,27.82,35.56,25.52,11.09,79.69
624,54247,LIBRADO NET,PONCE,PONCE,PONCE II,"URB SAN ANTONIO, 50 CALLE 9",PONCE,PR,00728-5901,"(18.00529, -66.63638)",842-6395,842-6395,CAROL GONZALEZ NAZARIO,URBANA,SI,ELEMENTAL,PK - 6,PK - 6,229,,,8,,,40,35,35,29,38,44,,,,,,,,,,,76.85,2.78,20.37,27.78,49.07,62.04,1.85,36.11,29.63,32.41,47.22,5.56,47.22,35.19,12.04,90.05
626,35360,LIDIA FIOL SCARANO,HUMACAO,LAS PIEDRAS,HUMACAO,CALLE 6 VILLA HUMACAO,HUMACAO,PR,00791-4615,"(18.14178, -65.80006)",850-7080 - 285-0068,285-0068,JANNET DELGADO MALDONADO,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 5, PKEE, EEE",244,,,,2,,33,38,36,44,43,48,,,,,,,,,,,68.06,3.47,28.47,26.39,41.67,75,2.08,22.92,25.69,49.31,64.58,6.94,28.47,31.94,32.64,73.42
627,58511,LILA MARIA MERCEDES MAYORAL,PONCE,PONCE,PONCE III,BLQ CANAS BOX 7409 SECTOR EL TUQUE,PONCE,PR,7327336,"(17.98348, -66.66344)",843-8245,841-1974,DRA CRISTINA TORRES,URBANA,SI,SUPERIOR,12-Oct,12-Oct,338,,,,,,,,,,,,,,,,77,,69,84,108,,24.68,24.68,50.65,11.69,12.99,1.27,46.84,51.9,1.27,0,34.18,46.84,18.99,21.52,12.66,90.43
628,71894,LINO PADRON RIVERA,ARECIBO,VEGA ALTA,VEGA BAJA,CALLE TULIO OTERO,VEGA BAJA,PR,00694-0000,"(18.44501, -66.38459)",858-2110,855-1916,ANGELES ROMAN MARTINEZ,URBANA,SI,SUPERIOR,12-Oct,12-Oct,865,,,,,,,,,,,,,,,,185,,224,247,209,,31.06,18.3,50.64,22.98,8.09,1.72,37.77,60.52,1.29,0.43,19.23,52.99,27.78,9.83,9.4,83.67
629,56093,LLANOS DEL SUR,PONCE,PONCE,PONCE I,CALLE 3 PARC LLANOS DEL SUR BO COTO LAUREL,PONCE,PR,00780-0000,"(18.04644, -66.55013)",848-1105,848-1105,WANDA ZAYAS,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",354,,,,,,32,56,56,66,60,76,,8,,,,,,,,,46.97,9.6,43.43,22.22,24.75,51.52,5.05,43.43,24.24,27.27,29.8,18.18,52.02,22.73,7.07,80.81
630,58305,LOAIZA CORDERO DEL ROSARIO,PONCE,YAUCO,YAUCO,AVE LUIS MUNOZ MARIN #1000,YAUCO,PR,6980000,"(18.03055, -66.86819)",267-6615,267-6606,LILLIAM RAMIREZ,URBANA,SI,SUPERIOR,"10 - 12 , EES","10 - 12 , EES",701,,,,,,,,,,,,,,,,318,,115,108,113,47,28.7,21.3,50,17.59,11.11,4.63,36.11,59.26,1.85,2.78,25.93,41.67,32.41,12.96,12.96,79.26
631,43315,LOLA RODRIGUEZ DE TIO,MAYAGUEZ,CABO ROJO,SAN GERMAN,AVE DR VEV E FINAL,SAN GERMAN,PR,00667-0000,"(18.08373, -67.0467)",892-1320,892-5769,LAURA NAZARIO FELICIANO,URBANA,SI,SUPERIOR,12-Oct,12-Sep,763,,,,,,,,,,,,,,,,178,,180,210,195,,52.46,9.29,38.25,31.69,20.77,2.2,27.47,70.33,1.1,1.1,53.04,20.99,25.97,27.62,25.41,61.82
632,71613,LORENCITA RAMIREZ DE ARELLANO,BAYAMON,TOA BAJA,TOA BAJA,PASEO COSTA- 3RA. SECCION,TOA BAJA,PR,00950-0000,"(18.4602, -66.18587)",784-4925,261-3433,VACANTE,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",190,,,,3,,24,45,20,27,27,27,,17,,,,,,,,,55.81,12.79,31.4,32.56,23.26,53.49,4.65,41.86,25.58,27.91,31.4,12.79,55.81,26.74,4.65,63.54
633,11528,LORENZO COBALLES GANDIA,ARECIBO,ARECIBO,HATILLO,CARR 130 KM. 0.1 SECT. LOS ALVAREZ,HATILLO,PR,00659-0000,"(18.48155, -66.82068)",898-4300,262-4041,EDIBERTO TORRES,URBANA,SI,SECUNDARIO,12-Jul,"6 - 12, EES",623,,,,,,,,,,,,229,,66,64,67,,77,59,56,5,33.15,21.91,44.94,19.66,13.48,4.49,34.83,60.67,3.93,0.56,32.77,41.81,25.42,15.82,16.95,82.66
634,60905,LORENZO VIZCARRONDO,SAN JUAN,CAROLINA,CAROLINA I,"CALLE QUINONES, #8, URB. SEVERO QUINONES",CAROLINA,PR,9889180,"(18.38453, -65.96083)",769-0870,257-8045,JULIESTER M. ORTIZ UBARRI,URBANA,SI,SUPERIOR,12-Oct,12-Oct,678,,,,,,,,,,,,,,,,157,,184,193,144,,31.11,10,58.89,25.56,5.56,0.56,38.33,61.11,0.56,0,28.49,43.02,28.49,17.88,10.61,71.95
635,40394,LUCIA CUBERO,MAYAGUEZ,AGUADILLA,AGUADILLA,CARR. 2 BO. CORRALES,AGUADILLA,PR,00605-0000,"(18.44366, -67.12787)",891-2877,891-2877,MARTA N. FERRERIS NIEVES,RURAL,NO,ELEMENTAL,K - 6,K - 6,160,,,,,,17,25,33,26,26,23,,10,,,,,,,,,96.43,0,3.57,8.04,88.39,98.21,0.89,0.89,33.04,65.18,92.86,3.57,3.57,17.86,75,90.07
636,52365,LUCY GRILLASCA,PONCE,PONCE,PONCE III,AVE EDUARDO RUBERTE PARQUE AMALIA MARIN,PONCE,PR,00716-0000,"(17.98624, -66.62923)",842-4010,842-2542,LIZETTE OSUNA,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",231,,,,,,27,42,40,30,34,29,,29,,,,,,,,,62.16,5.41,32.43,23.42,38.74,57.66,1.8,40.54,35.14,22.52,44.14,24.32,31.53,21.62,22.52,95.85
637,70094,LUDOVICO COSTOSO,BAYAMON,BAYAMON,BAYAMON I,AVE CEMENTERIO NACIONAL HATO TEJAS,BAYAMON,PR,00959-5259,"(18.40615, -66.17691)",787-9792,778-1264,MARIA NIEVES MORALES,RURAL,SI,TODOS LOS NIVELES,EEE - EES,EEE - EES,86,,,,,,,,,,,,,26,,,,17,,,,43,25.93,33.33,40.74,11.11,14.81,51.85,0,48.15,18.52,33.33,21.43,42.86,35.71,17.86,3.57,81.03
638,53579,LUIS A FERRE AGUAYO,PONCE,YAUCO,YAUCO,CALLE 3 ESQ  5 Y 6,YAUCO,PR,00698-0000,"(18.01222, -66.87173)",856-3635,267-8206,FERNANDO RODRIGUEZ,RURAL,SI,ELEMENTAL,"K - 6 , EEE","PK - 6, PKEE, EEE",218,,,16,5,,30,39,26,19,31,32,,20,,,,,,,,,68.47,7.21,24.32,18.02,50.45,60.36,2.7,36.94,28.83,31.53,61.26,9.01,29.73,38.74,22.52,86.41
639,24802,LUIS A RIVERA,CAGUAS,GUAYAMA,GUAYAMA,CARR 3 SALIDA SALINAS CALLE McACRTHUR,GUAYAMA,PR,00785-0000,"(17.98191, -66.12094)",864-0968,864-0968,JAIME TORRES COLON,URBANA,NO,INTERMEDIO,"7 - 9 , EEI","7 - 9 , EEI",284,,,,,,,,,,,,76,,105,98,1,4,,,,,31.21,21.63,47.16,17.73,13.48,4.21,30.88,64.91,3.51,0.7,32.06,34.84,33.1,22.65,9.41,88.03
640,17384,LUIS F CRESPO,ARECIBO,CAMUY,CAMUY,CARR 486 KM 3 BO PUENTE,CAMUY,PR,00627-0000,"(18.46535, -66.85207)",262-8421,262-8449,MANUEL HERMINA CAJIGAS,URBANA,SI,SUPERIOR,12-Oct,12-Sep,881,,,,,,,,,,,,,,,,268,,197,197,219,,39.34,15.85,44.81,26.78,12.57,13.66,25.14,61.2,7.1,6.56,50.82,26.23,22.95,31.15,19.67,73.17
641,11756,LUIS FELIPE RODRIGUEZ GARCIA,ARECIBO,CAMUY,CAMUY,CARR #483 KM 13 HM 1 BO PIEDRA GORDA,ARECIBO,PR,6270000,"(18.43254, -66.89158)",898-0990,898-0990,IVETTE M. AMADOR ACEVEDO,RURAL,SI,ELEMENTAL,"K - 6 , EEE","K - 8, EEE",543,,,,,,51,43,60,50,67,53,55,20,71,73,,,,,,,85.78,2.59,11.64,16.81,68.97,87.07,2.16,10.78,35.78,51.29,87.5,3.45,9.05,28.45,59.05,73.32
642,33340,LUIS HERNAIZ VERONNE,HUMACAO,CANOVANAS,CANOVANAS,CALLE AUTONOMIA FINAL,CANOVANAS,PR,00729-0000,"(18.37639, -65.90108)",876-2395,876-2395,MARIA A. MULERO PASTRANA,URBANA,SI,SECUNDARIO,12-Sep,12-Sep,512,,,,,,,,,,,,,,,,107,,120,163,122,,25.17,21.09,53.74,17.69,7.48,2.72,25.17,72.11,2.04,0.68,31.97,31.29,36.73,14.97,17.01,82.65
643,51698,LUIS LLORENS TORRES,PONCE,SANTA ISABEL,JUANA DIAZ,CALLE LA CRUZ JUANA DIAZ PUEBLO,JUANA DIAZ,PR,00795-0000,"(18.04658, -66.5049)",837-2670,837-9136,SAMUEL A FIGUEROA NIEVES,URBANA,SI,SUPERIOR,12-Oct,12-Oct,610,,,,,,,,,,,,,,,,42,,182,186,200,,55.68,5.68,38.64,35.23,20.45,2.84,14.77,82.39,1.7,1.14,39.2,21.59,39.2,18.18,21.02,75.08
644,63081,LUIS LLORENS TORRES,SAN JUAN,SAN JUAN I,SAN JUAN I,"CALLE MARISABEL, RES. LLORENS TORRES",SAN JUAN,PR,00913-0000,"(18.4478, -66.04097)",726-1195,726-1195,ROSA RECONDO PIETRANTONI,URBANA,SI,ELEMENTAL,"PK - 6 , EEE","PK - 6 , EEE",337,,9,10,,12,40,45,48,39,44,34,41,15,,,,,,,,,20.89,22.78,56.33,20.25,0.63,23.9,22.64,53.46,14.47,9.43,13.92,46.2,39.87,10.13,3.8,95.99
645,71498,LUIS M SANTIAGO,BAYAMON,TOA BAJA,TOA BAJA,CALLE LUIS MUNOZ RIVERA #6,TOA BAJA,PR,00951-0000,"(18.44053, -66.25291)",794-1445,794-1445,CARMEN ALABARCES FEBUS,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",504,,,,,,28,29,25,21,42,24,55,27,93,100,,60,,,,,28.85,30.22,40.93,16.48,12.36,12.02,33.06,54.92,9.02,3.01,18.23,37.85,43.92,14.92,3.31,88.41
646,11387,LUIS MELENDEZ RODRIGUEZ ELEM,ARECIBO,ARECIBO,HATILLO,CARR 130 KM 11 HM 1 BO CAMPO ALEGRE,HATILLO,PR,00659-0000,"(18.40733, -66.77566)",898-9497,820-7372,ELVIRA MERCADO PADILLA,RURAL,SI,ELEMENTAL,K - 6,K - 6,438,,,,,,35,31,38,28,44,40,52,,79,91,,,,,,,48.05,9.61,42.34,27.33,20.72,30.93,15.62,53.45,15.02,15.92,46.55,12.61,40.84,30.93,15.62,73.22
647,61457,LUIS MUNIZ SOUFFRONT,SAN JUAN,SAN JUAN I,SAN JUAN II,CALLE 17 ESQ 28 SO CAPARRA TERRACE,SAN JUAN,PR,00921-0000,"(18.39644, -66.09184)",782-0715,782-0715,ELVI VALE PEREZ,URBANA,SI,ELEMENTAL,"K - 6 , EEE","K - 5, EEE",403,,,,,,58,62,79,59,61,66,,18,,,,,,,,,32.93,21.95,45.12,17.07,15.85,43.9,15.85,40.24,29.27,14.63,19.51,34.15,46.34,14.63,4.88,89.66
648,20891,LUIS MUNOZ GRILLO,CAGUAS,GURABO,CAGUAS II,CARR 1 KM 47 BO. BEATRIZ,CAGUAS,PR,00726-4956,"(18.17288, -66.09312)",747-5566,747-5566,ELVIN JIMENEZ MARTINEZ,RURAL,NO,ELEMENTAL,K - 6,K - 6,146,,,16,,,25,25,17,20,16,27,,,,,,,,,,,67.74,1.61,30.65,33.87,33.87,74.19,0,25.81,33.87,40.32,43.55,8.06,48.39,20.97,22.58,77.59
649,17111,LUIS MUNOZ MARIN,ARECIBO,ARECIBO,ARECIBO II,CARR 53 KM 1 HM 5 SECT BARRANCAS,ARECIBO,PR,00613-0000,"(18.4662, -66.74674)",880-0757,880-0757,EMILIO SAAVEDRA,URBANA,SI,INTERMEDIO,9-Jul,9-Jul,260,,,,,,12,19,14,15,14,17,62,,66,29,,12,,,,,56.02,12.65,31.33,21.08,34.94,45.12,12.8,42.07,18.9,26.22,66.46,12.8,20.73,36.59,29.88,83.86
650,23507,LUIS MUNOZ MARIN,CAGUAS,GURABO,CAGUAS II,URB. BRISAS DEL TURABO MONSENOR BERRIOS FINAL,CAGUAS,PR,00726-0000,"(18.22702, -66.03114)",746-3837,746-3837,ELISA SEPULVEDA VAZQUEZ,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 5, EEE",264,,,,,,34,38,40,25,35,38,,54,,,,,,,,,60.27,17.81,21.92,19.18,41.1,53.42,12.33,34.25,26.03,27.4,61.64,9.59,28.77,36.99,24.66,90.59
651,25783,LUIS MUNOZ MARIN,CAGUAS,CIDRA,AGUAS BUENAS,CALLE MONSERRATE FINAL SECTOR LA ARANA,AGUAS BUENAS,PR,00703-0000,"(18.2526, -66.10552)",732-3521,732-3521,GRISELLE HERNANDEZ BATALLA,URBANA,SI,ELEMENTAL,PK - 6,"K - 5, EEE",367,,,16,,,49,68,53,45,58,45,,33,,,,,,,,,31.67,18.89,49.44,19.44,12.22,28.33,22.22,49.44,20,8.33,24.44,21.67,53.89,16.67,7.78,88.31
652,26005,LUIS MUNOZ MARIN,CAGUAS,BARRANQUITAS,COMERIO,CARR.775 RAMAL 7774 KM 0 HM 4 BO PINAS SECTOR LA MORA,COMERIO,PR,00782-0000,"(18.21028, -66.22447)",875-3390,875-2280,DENIS AQUINO FONTANEZ,URBANA,SI,INTERMEDIO,9-Jul,9-Jul,281,,,,,,,,,,,,96,,65,108,,12,,,,,76.03,6.37,17.6,11.24,64.79,18.35,20.22,61.42,8.24,10.11,38.2,16.48,45.32,20.6,17.6,79.64
653,26021,LUIS MUNOZ MARIN,CAGUAS,BARRANQUITAS,BARRANQUITAS,CALLE A SECTOR NUEVO,BARRANQUITAS,PR,00794-0000,"(18.1907, -66.30545)",857-3714,857-3714,WANDA I. PENA SUAREZ,URBANA,SI,SUPERIOR,12-Oct,12-Oct,588,,,,,,,,,,,,,,,,145,,151,147,145,,68.35,3.6,28.06,36.69,31.65,31.65,2.88,65.47,24.46,7.19,65.47,10.79,23.74,26.62,38.85,65.17
654,33886,LUIS MUNOZ MARIN,HUMACAO,CANOVANAS,CANOVANAS,CALLE 10 JARD DE PALMAREJO BO SAN ISIDRO,CANOVANAS,PR,00729-0000,"(18.38911, -65.88035)",876-6120,876-4828,BRIGCHELLERE CARTAGENA,RURAL,NO,ELEMENTAL,K - 6,K - 6,224,,,,,,39,39,38,33,40,35,,,,,,,,,,,13.73,38.56,47.71,9.8,3.92,17.65,30.07,52.29,13.73,3.92,9.15,61.44,29.41,8.5,0.65,89.47
655,34264,LUIS MUNOZ MARIN,HUMACAO,YABUCOA,YABUCOA,CARR 902 KM 2.2 BO LIMONES,YABUCOA,PR,00767-0000,"(18.07654, -65.89445)",893-2880,893-2880,MARIA CRUZ ROLDAN,RURAL,SI,SECUNDARIO,12-Jul,12-Jul,175,,,,,,,,,,,,26,,32,31,24,,31,13,18,,30.48,23.81,45.71,17.14,13.33,2.83,39.62,57.55,2.83,0,20.75,39.62,39.62,10.38,10.38,84.3
656,46995,LUIS MUNOZ MARIN,MAYAGUEZ,AGUADILLA,ANASCO,CARR. 402 KM. 1 HM.4 BO.MARIAS,ANASCO,PR,6101407,"(18.29424, -67.13936)",826-1476,826-1476,BENITA CUEBAS CAMPOS,URBANA,SI,SUPERIOR,12-Oct,12-Oct,524,,,,,,,,,,,,,,,,138,,154,115,117,,69.9,1.94,28.16,33.98,35.92,11.65,7.77,80.58,5.83,5.83,56.31,9.71,33.98,23.3,33.01,76.21
657,51763,LUIS MUNOZ MARIN,PONCE,SANTA ISABEL,JUANA DIAZ,CARR 1 SECTOR SINGAPUR BO PASTILLO,JUANA DIAZ,PR,00795-0000,"(17.99439, -66.49162)",837-8151,837-8151,HORACIO CRUZ VAZQUEZ,RURAL,SI,SECUNDARIO,12-Jul,"7 - 12, EEI, EES",232,,,,,,,,,,,,,,42,56,31,1,42,24,35,1,28.75,28.75,42.5,17.5,11.25,2.5,38.75,58.75,2.5,0,35,32.5,32.5,25,10,81.7
658,65425,LUIS MUNOZ MARIN,SAN JUAN,CAROLINA,CAROLINA II,AVE MONSERRATE KM 2 HM 6 BO SABANA ABAJO,CAROLINA,PR,00984-0000,"(18.40713, -65.9861)",769-8375,769-8375,JUDITH ANDUJAR QUINONES,URBANA,NO,ELEMENTAL,"K - 6 , EEE","K - 6 , EEE",184,,,,,,27,37,27,35,16,30,,12,,,,,,,,,24.19,24.19,51.61,13.71,10.48,28.57,26.19,45.24,20.63,7.94,14.96,31.5,53.54,13.39,1.57,98.82
659,11395,LUIS MUNOZ RIVERA,ARECIBO,ARECIBO,HATILLO,CARR 130 KM 3 HM 5 BO CAPAEZ,HATILLO,PR,00659-0000,"(18.45915, -66.80866)",898-1830,898-1830,CARMEN J. JIMENEZ MARTINEZ,RURAL,SI,ELEMENTAL,K - 6,K - 6,249,,,,,,33,42,38,44,45,47,,,,,,,,,,,55.03,11.64,33.33,25.4,29.63,46.81,12.23,40.96,25,21.81,34.22,9.63,56.15,27.27,6.95,87.66
660,13425,LUIS MUNOZ RIVERA,PONCE,UTUADO,UTUADO,124 CALLE DR CUETO,UTUADO,PR,00641-0000,"(18.26712, -66.72525)",894-2666,894-8001,SAMUEL RODRIGUEZ SANTIAGO,URBANA,SI,SUPERIOR,"10 - 12 , EES","10 - 12 , EES",820,,,,,,,,,,,,,,,,222,,193,213,177,15,43.09,10.11,46.81,27.13,15.96,2.67,28.34,68.98,2.14,0.53,41.3,32.07,26.63,21.2,20.11,76.91
